Horizon,Count,HitRate_%,Outperform_%,MeanReturn_%,MedianReturn_%,MeanExcess_%,WorstReturn_%,AvgRewardRisk
5,7,71.42857142857143,63.63636363636363,2.7118423193920185,1.864940403784696,3.289492416647167,-0.5585708081513039,2.962906656265295
10,1,100.0,9.090909090909092,5.020554237280802,5.020554237280802,7.3747922422830205,5.020554237280802,2.962906656265295
