RSI,ATR_Pct,Overext,RR,MomCons,VolSurge,RR_MomCons,RSI_Neutral,Risk_Score,Vol_Mom
0.020814363,-0.24773948,-0.6073727,-0.28567308,-0.093292795,-0.096665636,0.11036467,-0.94423103,-0.23981665,-0.33474177
-0.14654197,-1.5691768,-0.2258734,-0.23576568,0.022465106,0.09746244,0.2795283,-0.3773738,0.2505883,-0.19481303
-0.575782,-0.25943854,0.36520445,0.03184052,-0.06531056,-0.21840805,0.17197606,0.12604699,-0.44644076,-0.22690244
-0.04702429,-0.13609187,-0.2527428,-0.36190474,-0.07310427,0.027829688,0.22544162,-1.0235243,-0.17903478,0.055313263
0.06522835,-0.29790983,-0.19876286,0.0630052,0.031643983,0.005379717,-0.4070916,-0.13629548,-0.018427826,-1.4469496
0.040497497,-0.19255765,-0.24078171,-0.2708175,-0.052022852,0.12301129,-0.52286845,-0.7349221,0.49903738,0.11605589
-0.77595663,-0.70774615,0.2545999,0.043122835,0.044549007,-0.2074617,-0.6415191,-0.052899193,0.82936114,-0.108136244
0.053866297,-0.033308096,-1.1922879,0.013417801,-0.026561793,0.042037085,-0.6697065,0.094019316,-0.57693136,-0.20809738
-0.029830545,0.18520051,-0.4410989,0.09466267,0.025371399,0.13174343,0.45678306,-0.31711474,0.061844308,-1.3672047
-0.2519628,-1.0980614,-1.1566198,-0.022217942,0.043801986,0.39023718,0.18391375,-0.16836657,-0.5073019,-0.32554293
0.6593743,-0.13377747,-0.92529917,-0.33102438,-0.23161007,0.07177789,0.76013774,-0.30616957,-0.2438098,-0.35391402
0.13760582,-0.21811783,-0.2977266,-0.32890406,0.07147083,-0.31607202,0.3446621,-1.1479454,-0.63788635,0.4032896
-0.12477337,0.27766147,-0.4083556,-0.15441051,0.03445842,-0.70612186,0.32736894,-0.19725513,-0.31869596,-0.34485576
-0.1430598,-0.32145232,-0.01797077,0.089264445,-0.10299803,0.22055975,-0.6804179,0.13162178,-0.23554918,-0.306721
-0.835273,-0.44662178,0.26200658,0.09557462,0.011159844,0.047021057,-0.7391776,0.068782836,-0.5216027,-1.6113782
0.25394696,-0.09535256,-0.1617665,-0.30482027,0.062489875,0.07539559,0.49572185,-0.44807187,-0.11991876,-1.2730879
0.09688607,0.2176768,-0.2971898,-0.293109,-0.065022744,0.21461923,-0.38665107,0.21248347,-0.14317131,-0.39135283
0.284939,-0.07195855,-1.1399646,0.10117249,-0.058735408,0.027776126,-0.7114825,-0.40097317,-0.24068841,-0.4381521
-0.18177597,-2.0026896,-0.0046345433,-0.0037779822,0.023778006,-0.09399888,0.22228101,-0.48605627,-0.28463292,0.11936458
-0.14721037,-1.3383389,-0.69568956,0.07701873,0.0416487,-0.41767082,0.2444788,-0.2060306,-0.42474434,0.22708459
-0.02052991,0.14110719,-0.36538586,-0.090172544,-0.051232874,-0.5472117,0.04666209,0.0823766,-0.4681408,-0.41305694
0.28360423,-0.040916387,-0.41703653,-0.2861097,-0.21637234,-0.49267086,0.16951957,-0.39886478,0.4521465,-0.413835
-0.086159445,-1.0434026,-0.3405446,-0.25929663,0.022465106,-0.095770776,0.26690096,-0.4630033,0.24723,0.01720724
-0.1826596,0.21556897,-0.22014761,-0.046441894,-0.04485111,-0.061877772,-0.5826092,0.18717335,-1.2793658,0.23695941
0.09843895,-1.8894403,-0.36388564,-0.08435029,-0.083475314,0.03839645,0.22219217,-0.6658051,-0.16667582,-0.11874941
-0.3731607,0.48596615,-0.20164324,0.0015042659,-0.05159176,-0.28600588,-0.6071528,0.17669648,-0.668987,-0.21352382
-0.22613621,-0.95650464,-0.21907546,-0.07169551,0.017471274,-0.03167122,0.067878306,-0.2642147,-1.2126281,0.47689208
-0.7241775,-0.6688099,0.22458003,0.044520453,0.044549007,-0.13787614,-0.632806,-0.03885712,0.9121266,-0.24987721
-0.36214027,-0.3286233,0.03167973,-0.0374831,-0.11327044,-0.31552377,-0.32538813,0.1090213,-0.19248074,-0.047270004
0.3246777,0.22850609,-1.0370712,0.080731966,-0.14563107,0.08349374,-0.4774905,-0.43788424,-0.60944164,0.09556514
-0.31528023,-0.22027153,0.024767343,0.06667426,0.069403276,-0.003577096,-0.4710812,0.12877442,-0.2279325,-0.3755015
0.10729194,-0.06909411,0.0780813,0.017623309,-0.04353397,0.07055587,-0.7351539,0.1738429,-0.14310004,-0.62383246
0.008623165,-2.0611224,-0.15980193,-0.2594067,0.054766886,-0.18168993,0.22179691,-1.4802653,0.12172335,-0.1403471
-0.15350807,0.20119354,-1.296596,-0.06553892,0.028350107,0.29832748,-0.6682202,-0.6196033,-0.5251743,0.026011018
-0.14050601,-0.24322315,-0.30604276,0.09230054,0.05886453,-0.63280475,-0.2383887,0.07052206,-0.17350994,-0.162825
-0.40973112,-1.7445393,-0.031635087,-0.010128457,-0.10709103,-0.2732291,0.23908116,0.013600583,-0.28361735,-0.3531002
-0.278541,-0.31443092,0.07123431,0.033244953,0.063039154,-0.4451204,-0.41943845,0.089680575,0.17855836,-0.2058161
-0.81234825,-0.5331403,0.27467972,0.051677495,0.012152976,0.0393957,-0.7666563,0.11241365,0.25697905,-1.5921136
-0.03232699,-0.2000789,-0.3491765,-0.29182848,0.038669996,-0.30730796,0.28759646,-0.59236646,-0.2887173,-0.407574
-0.12350146,-1.4546367,0.031893063,0.11607184,-0.029942993,-0.124933064,-0.22637884,-0.85601103,0.041129284,-1.1560055
-0.38152194,-0.40364867,0.12753184,0.043718778,0.07963994,-0.5632633,-0.45091912,0.15752228,-0.15050504,0.025387535
-0.15182814,-0.30705923,-1.1373721,0.057410304,0.052585155,-0.3938959,-0.7627209,-0.3518799,-0.49292037,0.17067012
-0.480713,-0.27563816,-0.05028617,0.06146657,-0.078606695,0.083628,-0.558191,0.16050085,-0.16285373,-1.4925464
-0.18732895,-0.85005975,-0.922723,0.04422812,0.027898863,0.088496596,-0.24648218,0.0004944037,-0.34970167,-1.3996693
0.03214604,0.27793336,-0.003197818,-0.008864448,-0.02775601,0.0144175505,-0.7166402,-0.7904516,-0.14496493,-1.4871316
0.04356819,-0.17381899,-0.24699181,-0.32678333,0.06468723,0.20008117,0.42263377,-1.1679215,0.24323069,-0.012031259
-0.019576855,-0.22302239,-0.8536891,-0.27848312,-0.13653405,-0.4288497,0.36578104,-0.91100127,-0.5978341,-0.41640928
-0.23520932,-0.57881534,-0.36599347,-0.19246048,-0.047058556,-0.3367326,0.15766191,-0.8890828,-0.21924844,-0.3514724
0.1015919,-0.32124355,-0.7513633,0.09153781,-0.09677588,0.032700546,-0.50777507,-1.2021542,0.351273,0.34419033
-0.24848297,-0.8537957,-0.19301999,0.042453952,0.01623739,-0.1078241,0.23888907,0.15243094,-1.486381,0.1392021
-0.74855286,-0.53962433,0.39492685,0.04188997,0.04049319,-0.12779427,-0.8438095,-0.24709162,-0.20251252,-0.07708189
-0.23292443,-0.30591318,-0.01774506,0.057986125,-0.1006773,0.09354156,-0.738517,0.11408314,-0.12377491,-0.69662374
-0.5588801,-0.36570603,0.03645937,0.0847212,-0.045287672,-0.49543527,-0.5864187,0.19672213,-0.22070616,-0.06019476
0.02871425,0.20891732,-0.27922446,0.08156,0.02321811,0.19957702,0.35147965,0.2718444,-0.19502352,0.14620219
-0.024768017,0.27269408,-0.631689,-0.1433165,-0.0441847,-0.5749945,0.3302364,-0.51680255,1.1211789,-0.34832066
0.9141216,0.4647643,-0.69087225,-0.086090684,-0.1438153,-0.61904824,0.4608199,-0.2699043,-0.30241632,-0.46091715
-0.14850272,-0.024098929,0.639124,0.10081061,-0.040389642,0.42225486,-0.39271408,0.5927925,0.0479146,0.3137862
0.13355772,-0.054800935,-0.018855467,0.15531206,-0.048665643,-0.16997318,0.099905305,0.25994983,-0.1959835,-0.87594104
-0.13878791,0.16651402,0.13650337,0.015634023,0.04539744,-0.23619534,0.18723972,-0.049150754,-0.17083745,0.24050109
0.053137716,-0.2938125,0.14825948,0.121643424,-0.06731678,0.17537385,-0.7275797,0.10150609,0.80427915,-0.2860716
-0.09891066,-1.4085982,-0.23924522,0.2162252,0.020451969,0.024594683,-0.21810673,0.28214005,-1.4665803,0.060473584
-0.77403736,-0.42179286,0.26016206,0.027154073,0.017410498,-0.24527603,-0.7878494,0.12724575,0.40206784,-1.3079677
0.23768596,-0.05305945,-1.0237545,0.04318226,0.040841933,0.04619469,-0.704034,-0.4369228,-0.26704627,-1.3492243
-0.19633964,-1.8891299,-0.2214643,-0.01966466,0.022442536,0.064876266,0.07707014,-0.8503417,-0.19686677,0.5152542
0.72675574,0.040127788,-0.1560792,-0.29586372,0.1355877,0.08977809,0.4529867,-0.34898722,0.46272054,-1.3317242
-0.026353324,0.33536294,-0.19774722,0.09213365,-0.049677875,-0.050246544,-0.24186747,0.17309724,-1.090112,0.29017788
0.49381256,0.017601632,-0.37868017,-0.2861097,-0.2184807,0.022222668,0.12947413,-0.3616735,0.5232472,-0.3945974
-0.15395845,-0.028296715,-1.0567849,-0.0037278333,-0.051569346,0.035776403,-0.79469293,-0.32131562,-0.28278336,-1.3493104
-0.117487736,-0.50322217,0.048769947,-0.029839428,0.024704134,-0.06889206,0.14308861,0.33527517,-0.7832804,0.45882744
0.091402575,0.29099414,-0.42861316,-0.005766468,0.03445842,-0.00855731,0.3187359,-0.50716007,1.1932905,-0.64813554
-0.8374352,-0.53577024,0.4029493,0.005359208,0.04049319,-0.11337004,-0.885392,-0.23668994,-0.19215153,0.20645152
0.113074355,0.16136652,0.032796625,0.11105476,-0.038932532,0.4528461,0.1765106,0.24923883,-0.15965702,0.511467
0.05537138,-0.0045049423,0.4003074,-0.08721371,-0.028118446,0.448176,-0.46491757,0.17225784,-0.10541023,0.36934936
0.09686504,0.123350576,-0.14319953,-0.064142495,-0.036131047,0.28424698,0.5312845,0.18618472,-0.19041406,0.16583526
0.19188336,-0.9053747,-0.4599316,0.063179865,-0.0783361,0.020614106,-0.15213875,-1.3254976,0.61420625,0.41608754
-0.10483952,-0.17953156,-1.3980054,0.034846604,-0.07104529,-0.48703474,-0.7473835,0.06215592,-0.56046945,-0.19825384
-0.67889583,-0.2702692,0.45105797,0.100765385,-0.050122745,-0.1730309,-0.46923915,0.11938624,0.8260075,0.30112925
-0.07460241,-1.1308392,-0.0031708514,0.18162434,0.030725727,0.3116011,-0.14163284,0.6174224,0.109080404,0.0763752
0.078568555,0.04809334,0.13981241,0.17419095,0.036516704,-0.44717112,0.26429027,0.2661414,-0.012898159,0.4054248
-0.3729831,-0.34063035,-0.027764784,-0.037341136,0.07170522,-0.1817983,-0.3380471,0.14606032,-0.22770065,0.2338594
-0.19317527,-1.1030412,0.077724166,0.08428155,0.017289277,-0.23287328,-0.10209809,0.11162152,-1.1282641,-0.049424097
0.01164415,-0.037442658,-0.043455344,0.04401694,0.019999672,0.07639028,0.2828878,-0.3277311,-0.17801641,-1.3166039
0.107588395,-0.16792165,-0.26084724,0.11580056,-0.04018378,-0.5522108,-0.5592356,-0.32549033,0.97914726,-0.19665465
-0.18483311,-1.5598918,0.13428596,0.235531,0.017579526,-0.004983931,-0.16295545,-0.6415926,-0.8540971,0.6859858
0.0066913962,-0.010589282,0.09280153,0.0637527,0.037311938,0.3285756,-0.35848892,0.15215945,-0.100894764,0.019303018
-0.7486216,-0.3357179,0.35752147,0.0005514617,-0.03826246,0.093005255,-0.89593554,0.11972768,-0.07926059,-1.5330704
0.2767663,0.5453637,-0.4564665,0.21981539,-0.11083498,0.18046021,0.6022324,-0.41333246,0.8858506,0.29983366
0.051168375,-0.07216896,-0.03988069,0.11557943,0.036516704,-0.29546636,0.2271655,0.2908165,-0.31682527,0.48738188
0.4495713,0.035202328,-0.26358056,-0.3832952,-0.2184807,-0.36291057,0.1823476,-0.39612168,0.46205997,-0.46493268
