Ticker,Date,Close,RSI,ATR_Pct,Overext,RR,MomCons,VolSurge,ML_Prob,PassesCore,PassesSpec,R_5d,Excess_5d,R_10d,Excess_10d,R_20d,Excess_20d
AAPL,2024-07-24,217.06570434570312,35.33377929159721,0.025016696468361913,0.04828320173746681,2.0555509218399948,0.6428571428571429,1.0927860582110727,0.216770201921463,False,True,1.6198382383106225,-0.15021308859817228,-3.99011136106705,0.18002537711533373,3.7165063760323136,0.13392707006187887
AAPL,2024-07-25,216.0227813720703,33.5291120095651,0.025574276598317888,0.040132278154995316,2.5225583413089563,0.5714285714285714,0.9211361668796636,0.3814328908920288,False,True,0.40002065370092765,-0.4543417125075111,-1.9219243485449011,-0.4806273631033475,3.3564241803980766,0.048553798838213424
AAPL,2024-07-26,216.48965454101562,35.2376484690477,0.025152086084182908,0.03934517892599532,2.296980072960466,0.5714285714285714,0.7511628667018282,0.28603798151016235,False,True,0.8716955742322341,2.9912922831368816,-0.7891461619386586,1.3139242758288372,4.194584301825244,0.9453623283949719
AAPL,2024-07-29,216.76773071289062,36.36179635817898,0.025290014291010007,0.037857266000284495,10.0,0.5714285714285714,0.68421190976576,0.3816157281398773,False,True,-4.110152758429663,0.9159097387834496,-0.20995924987100567,1.8992238673820272,4.21689571162791,1.2743201108209146
AAPL,2024-07-30,217.32394409179688,38.81303347388808,0.02516325471233865,0.03766217887105894,10.0,0.5714285714285714,0.798798765389236,0.475156307220459,False,True,-5.287932449137244,-1.6255868728098917,1.2459503366744507,1.2385646392033767,4.339099017577053,0.730225433621623
AAPL,2024-07-31,220.58181762695312,51.45125854778692,0.02408722345858011,0.050009716841729945,2.7756015275402386,0.6428571428571429,0.9672114463364303,0.31654292345046997,True,True,-5.520526008141924,0.31634641910086625,-0.04654106758069654,1.2352053079183856,2.1038250421103966,0.7440254738892316
AAPL,2024-08-01,216.8869171142578,40.50328290610213,0.025279376504963504,0.029761011959091865,10.0,0.5714285714285714,1.179506840039446,0.44885870814323425,True,True,-2.312693749590633,-0.03648149878653362,3.031750397023303,1.1790948655147293,5.356284668086553,2.5312950955289626
AAPL,2024-08-02,218.3767852783203,45.862810637074396,0.0254967633587672,0.034151490024884934,6.312266645924082,0.5714285714285714,1.9108509336405362,0.8149608373641968,True,True,-1.6464893612784248,-1.6633735082388856,2.9344429086986423,-1.0831933502627678,4.277757370782087,-1.4981790685443475
AAPL,2024-08-05,207.85824584960938,26.45190032713454,0.03358615067148492,-0.017358549661459888,,0.5,2.0516306493010816,0.44075945019721985,False,True,4.067368570035468,0.9961266518255352,8.066840608248382,-0.09543500537598781,6.574218052035352,-0.13263469272513095
AAPL,2024-08-07,208.404541015625,32.65977210978342,0.033436830352299676,-0.018480510036908537,9.652460941670522,0.5714285714285714,1.0694131759271754,0.28964710235595703,False,True,5.7938351149509515,0.9563513045028671,8.026899985356572,-0.0631836068234044,6.108764094303698,0.1414689455629281
AAPL,2024-08-08,211.87098693847656,42.63718201731622,0.033509250712784905,-0.004326981304890842,3.5378286938658974,0.5714285714285714,0.8059491881054518,0.5960119962692261,True,True,5.470970949812171,1.2459323206206463,5.381782313614014,0.5631643511800899,3.640522551495029,1.8106806369071249
AAPL,2024-08-09,214.78123474121094,49.83698064247904,0.03309484326223231,0.00691023449428485,2.062148655491844,0.6428571428571429,0.7279404249924212,0.4251074492931366,True,True,4.657619479190789,0.6575427460239869,5.023372212780952,-0.44390080091998296,2.277878726501603,-0.2399806274167693
AAPL,2024-08-12,216.31260681152344,53.38901236285736,0.03274723378738492,0.011593663020462941,1.6147232975714014,0.6428571428571429,0.6701717182744938,0.0990113914012909,True,True,3.843156690871208,-1.0961780844430669,4.436169108882937,-0.724436225640912,1.1860459981590354,-1.7242974766835006
AAPL,2024-09-06,219.58419799804688,38.490506453417304,0.019437292827572585,-0.007177423934041638,1.8571451263950796,0.42857142857142855,1.1615294202307562,0.028438910841941833,False,True,0.7607984895769304,-3.245797712102627,3.3420820573329735,-2.14184772843955,2.708087948650073,-3.653875178215582
AAPL,2024-09-09,219.67369079589844,38.90467805906562,0.01993055046873785,-0.007402717584307217,2.627219982567008,0.5,1.5645844046474537,0.32754331827163696,False,True,-2.077770796931344,-5.084687940228516,2.516869510614872,-2.059803905277202,0.3530849610687614,-3.880305627651648
AAPL,2024-09-10,218.878173828125,36.391369348748704,0.020986262664876815,-0.011861590214909623,,0.42857142857142855,1.182843981913545,0.19644640386104584,False,True,-1.5083447198906863,-4.110439453180115,3.2983463930174928,-1.1227090673819884,2.5714355427902236,-2.1914139421644663
AAPL,2024-09-11,221.41390991210938,48.60324153584352,0.021474127793171444,-0.0009664611192967687,2.796066962727612,0.5,1.021757470698185,0.42769089341163635,True,True,-0.8847543124045565,-2.143736866014878,1.6662047049525563,-1.4665317697755809,3.0898967388075738,-1.32738374174326
AAPL,2024-09-12,221.52330017089844,49.089753926863395,0.02123586854640659,-0.0007199028697953969,2.639079093861587,0.5714285714285714,0.8627856484799679,0.49034932255744934,True,True,2.7382409300173327,0.611585708159712,2.132231087308223,-0.5444976125288825,2.8145475149697674,-0.5493241511033808
AAPL,2024-09-13,221.25479125976562,47.80805157524396,0.02069662868822436,-0.002039120754928292,3.050220219063395,0.5,0.8564307017219995,0.3834467828273773,True,True,2.56179348164165,1.1413705103636929,2.377526473167113,0.3824113892026526,2.2696655497589813,-1.1729190453786842
AAPL,2024-09-16,215.109375,28.297091675384422,0.023001641400440653,-0.028907716109857762,,0.42857142857142855,1.358886991669928,0.05815134570002556,False,True,4.69213205718384,3.1681991834223933,7.710793360027601,5.457967019322729,6.924932583351495,2.790139752919596
AAPL,2024-09-17,215.5767364501953,30.776128430339185,0.022437777377113045,-0.025856188529673085,10.0,0.42857142857142855,1.0363556512190686,0.16675932705402374,False,True,4.880302904076483,3.1074728933068396,4.345232108324737,3.0498163460059624,7.869373501782317,4.585889078796446
AAPL,2024-09-18,219.45494079589844,47.99238841015861,0.022604434780386103,-0.007642445363541084,2.0823656646453013,0.5,1.3192051101415314,0.6297897696495056,True,True,2.5737302063474354,0.7232732159013766,2.759522379018664,1.1199110361365339,5.025142539051219,0.9841624103318347
AAPL,2024-10-07,220.44932556152344,38.06619143886427,0.02193860702167796,-0.004533523194636846,2.106141005089168,0.5714285714285714,0.6623928327825884,0.27653875946998596,False,True,4.334886765180124,1.4254072190020617,6.671471694461695,3.8835119586565714,0.1443377191151951,-0.20965713720986212
AAPL,2024-10-31,224.6457061767578,33.240568931544374,0.01781999218619708,-0.00552988888153394,2.5047379406139325,0.5714285714285714,1.608194709929544,0.05399533361196518,False,True,0.6949691085973209,-4.047916367635884,1.1336753205884342,-3.2117715449883733,5.170692159101176,-0.792657836748778
AAPL,2024-11-01,221.66250610351562,27.62191498322882,0.018527653564333148,-0.018596058807293536,10.0,0.5,1.5756703998200245,0.016045400872826576,False,True,1.9288939932982085,-2.8255826731654388,1.0486426742601251,-1.5273506598961317,,
MSFT,2024-06-03,409.7001647949219,35.344291023079066,0.017800029164782873,-0.004957305372154774,3.4573957602485716,0.5714285714285714,0.9386596719171131,0.018975205719470978,False,True,3.4702055224354655,1.9809986942392888,8.427645175382903,4.770970157803589,11.065973286515396,6.711814496679236
