Ticker,Date,Close,RSI,ATR_Pct,Overext,RR,MomCons,VolSurge,ML_Prob,PassesCore,PassesSpec,Tech_Score,Final_Score,Market_Trend,Market_Volatility,SPY_RSI,Relative_Strength_20d,Dist_From_52w_High,Vol_Breakout,Price_Breakout,Mom_Acceleration,R_5d,Excess_5d,R_10d,Excess_10d,R_20d,Excess_20d,Fund_Score
V,2024-10-10,274.9903564453125,51.09219881559918,0.016254017850492544,0.013922395914769403,1.7971815386065584,0.5714285714285714,0.5518851333642056,0.5,True,True,30.215162933076034,26.61833961319182,1.0,0.09760792485355282,60.706545551606794,-0.06132210546688255,-0.05322962811873999,0.0,0.0,0.0,4.656368897879504,3.576766576010182,2.072293905903133,1.5324873835751873,10.210108131455243,6.828934728340875,
GOOGL,2024-06-18,174.09022521972656,48.65254430867943,0.01857642645500968,0.03995352310251321,0.8497811995865493,0.7142857142857143,0.9721642800672738,0.5,True,True,30.205841378796784,26.613212758338232,1.0,0.08385615164328276,86.47771606363713,-0.04397750047035309,-0.029488458949009977,0.0,0.0,0.0,5.020291998274717,5.242735714664759,6.128286027993091,5.262437519576468,1.4849537350503095,0.39963105338509664,
MSFT,2024-08-21,420.9794921875,63.40446430347999,0.01905337595640355,-0.02433282112039936,0.06135266550654304,0.6428571428571429,0.6759290538053376,0.5,True,True,30.1925994077196,26.605929674245782,0.0,0.20405326769603954,61.336437920750846,-0.04514142673078081,-0.09276290760281003,0.0,0.0,0.0,-3.192344919655843,-2.778522620404811,-3.713394520312796,-1.7494988275398526,3.430466116733899,1.5825189246993165,
JPM,2024-06-07,193.5399932861328,53.81780728885839,0.018654669535766576,0.024696059520734837,1.1075494567334747,0.35714285714285715,0.7892911622509277,0.5,False,True,30.179530341845794,26.59874168801519,1.0,0.08778187458103924,57.33584825652216,-0.014201537820938137,-0.028803133038753148,0.0,0.0,0.0,-3.085777592379968,-4.728074206936716,-0.535121982409581,-2.497803398659182,4.4163528749226355,-0.003644231008781418,
META,2024-05-15,479.0974426269531,63.00849508477513,0.026194241154238667,-0.013094094401640555,0.3943922510410484,0.7857142857142857,0.6293211637193383,0.5,True,True,30.17803232842567,26.59791778063412,0.0,0.11958205203684698,78.75741636717859,-0.08395383328333139,-0.0939810326341185,0.0,0.0,0.0,-2.8574950164229507,-2.8669177523935496,-3.0091027714070906,-1.6557021787486859,4.684966907264854,2.293410805198426,
GOOGL,2024-09-25,160.78097534179688,58.38245304607739,0.020903703406035486,-0.012874856419435865,0.16367691309785615,0.6428571428571429,0.7134727670229266,0.5,True,True,30.175831515535684,26.59670733354463,1.0,0.14088030459338047,72.85504469987228,-0.036283996069568114,-0.1566919818074508,0.0,0.0,0.0,2.70604127838987,2.91305620379535,0.2290987271259537,-1.0164262630283138,0.7987896298565555,-0.5958355248736114,
WMT,2024-06-28,66.8655776977539,54.27784824081935,0.015233039099956429,0.06247910111637722,0.6102542362808683,0.5714285714285714,1.190420683802157,0.5,True,True,30.173153768546936,26.595234572700814,1.0,0.06736177874829703,74.6434945599152,-0.0012514922088151526,-0.019264132927683697,0.0,0.0,0.0,2.909459557370009,0.8772048206002969,2.806073112164764,-0.37462951996731775,2.8208491243643996,2.721628655206665,
AMZN,2024-10-25,187.8300018310547,53.1130800393261,0.018816410927804717,0.023747368924883494,0.2660021965714385,0.7857142857142857,0.9803914039579804,0.5,True,True,30.16450665679399,26.590478661236695,1.0,0.09521817447356484,65.63716651397199,-0.013991212698719613,-0.06645126898598752,0.0,0.0,0.0,5.3771978631034,6.758799004590288,10.83426004703474,7.527050580904327,4.9459581512908635,2.1015975501709194,
V,2024-10-22,282.2449645996094,55.60916633659822,0.012936847727133736,0.0258342142106589,0.3845581992419657,0.6428571428571429,0.9671956048365682,0.5,True,True,30.16293186429879,26.589612525364338,1.0,0.08956074949685257,67.83419253281238,0.022988585625155933,-0.028252577472738905,0.0,0.0,1.0,-1.0218191871788629,-0.7561111550736133,2.984634544265763,4.1195040609597005,9.709909702038244,8.513307469048659,
AAPL,2024-08-30,227.71841430664062,65.90339813123387,0.01602309015949385,0.03423542279008829,0.03589366039482748,0.6428571428571429,1.1102230112925093,0.5,True,True,30.148287275446418,26.58155800149553,0.0,0.176890080613673,80.2707887416034,-0.014981856831768336,-0.03357475337479732,0.0,1.0,1.0,-3.5327438391171584,-0.46892875943048695,-5.537118877730096,-5.388094560470558,1.7467253882635703,-0.35374136258197186,
