Horizon,Count,HitRate_%,Outperform_%,MeanReturn_%,MedianReturn_%,MeanExcess_%,WorstReturn_%,AvgRewardRisk
5,112,47.32142857142857,27.27272727272727,0.423417072569506,0.0,0.9438951159147249,-11.324568722742779,4.2677166836054
10,9,11.11111111111111,0.8658008658008658,-4.419483413445205,-4.143118046132715,-2.0652350499281944,-10.928408368903723,4.2677166836054
