Horizon,Count,HitRate_%,Outperform_%,MeanReturn_%,MedianReturn_%,MeanExcess_%,WorstReturn_%,AvgRewardRisk
5,11,72.72727272727273,62.5,2.4110933804864656,1.2792934455622627,2.9813168794402394,-1.7983984375000002,5.019530687968981
10,2,50.0,6.25,-1.387310894935315,-1.387310894935315,0.9669271100669036,-7.7951953125,5.019530687968981
