Date,Ticker,RSI,ATR_Pct,Overext,RR,MomCons,VolSurge,R_5d,Excess_5d,R_10d,Excess_10d,R_20d,Excess_20d
2024-10-17,EBF,51.61717018593807,0.0276982642853839,0.019309046669323537,1.3950294829619514,0.6428571428571429,0.5053513261982318,-0.023069671156775655,-0.017729261690729615,-0.04143118046132715,-0.017888696826157038,,
2024-10-17,G,46.33650078658917,0.016112284613897444,-0.0027132759987721355,10.0,0.6428571428571429,0.8249966653327998,-0.001819179603619446,0.0035212298624265953,-0.008056179984396684,0.015486303650773426,,
2024-10-17,H,52.136690251473524,0.021717353964609453,0.03009689592840159,1.8456645348206984,0.5,0.8737325553016352,-0.0005242421583072752,0.0048161673077387656,-0.046917112705939006,-0.023374629070768895,,
2024-10-17,HAL,42.08565288844371,0.028828111604027592,-0.03510739427537468,1.9026509488511165,0.5714285714285714,1.1098044854185334,-0.037664139904055156,-0.03232373043800912,-0.04146513178787778,-0.01792264815270767,,
2024-10-17,HAS,58.42876572077531,0.015636506495235063,0.04035135721772565,1.8000185523839813,0.5714285714285714,1.1147326406978597,-0.07951544003692805,-0.07417503057088201,-0.08606044742597034,-0.06251796379080023,,
2024-10-17,KARO,51.02163277502964,0.07229373144661246,0.03899453635648764,1.8716218272667484,0.5714285714285714,0.5989284347493302,-0.03253253238535408,-0.02719212291930804,0.001000988932367671,0.02454347256753778,,
2024-10-17,RAND,43.29520940176312,0.0229389893059913,-0.05149772103096717,10.0,0.5,0.7619047619047619,0.0,0.005340409466046041,-0.024984701901567836,-0.0014422182663977254,,
2024-10-17,YETI,43.48323998735292,0.03093491283393732,-0.013850528065189716,3.0353017206559496,0.5,1.8875155365281038,-0.07968625875170518,-0.07434584928565914,-0.10928408368903722,-0.0857416000538671,,
2024-10-17,Z,53.20678609683069,0.03361921069711366,0.05998397875949513,2.095020359409603,0.5714285714285714,0.8427820796460177,-0.04534568264655079,-0.04000527318050475,-0.04055565818632009,-0.017013174551149982,,
2024-10-18,A,42.185987307923824,0.020762297192856244,-0.013609085590631231,6.676605354454408,0.5,0.8280294826562337,-0.0622345960297422,-0.05274065560273891,,,,
2024-10-18,EBAY,52.25967819688411,0.01676016389543938,0.05104661901185081,1.480009198300898,0.5714285714285714,1.2397306606558514,-0.02848341821306869,-0.018989477786065405,,,,
2024-10-18,EBF,47.251129487686505,0.027743112537015047,-0.000209834090932004,3.618969867893721,0.5714285714285714,0.46736210675499745,-0.016306943148891497,-0.006813002721888211,,,,
2024-10-18,KARO,51.12295366655906,0.07098929142603352,0.03783261857859599,1.8333339861524018,0.6428571428571429,0.498545101842871,-0.002000073833814967,0.00749386659318832,,,,
2024-10-18,RAND,43.29520940176312,0.0229389893059913,-0.05026992871804081,10.0,0.5,0.20066889632107024,0.0,0.009493940427003286,,,,
2024-10-18,WAL,49.81956604286299,0.03436553673505767,0.03811006770437109,3.0071745365512417,0.5,3.5927993333561634,-0.03963516624945519,-0.030141225822451906,,,,
2024-10-21,ABCB,50.57695374269999,0.027697052373260967,0.025573916927811968,1.680497745751547,0.5714285714285714,0.9002569990419562,0.012337784511484436,0.01713522108011748,,,,
2024-10-21,C,47.39912899683779,0.02517271087745409,0.008024559034015333,2.8827489511672186,0.5,0.9602892409945062,0.037683868802650115,0.04248130537128316,,,,
2024-10-21,EBAY,47.487187287077525,0.01659915059428392,0.03561463403790621,10.0,0.5,0.8232158792762606,-0.018235735687211208,-0.013438299118578162,,,,
2024-10-21,EBC,49.459859529861625,0.024081184650364473,0.013679142567017077,1.5384643287351563,0.7142857142857143,0.9036285420368465,0.013349773557452599,0.018147210126085642,,,,
2024-10-21,EBF,45.54892905043175,0.02812697067214528,-0.008449640074261966,6.461368892464053,0.5,0.5368794091345677,-0.004350044337326819,0.0004473922313062255,,,,
2024-10-21,FA,53.37388960789639,0.020558279244839293,0.0298436306004779,1.5294068148414097,0.5,0.8481396469154694,-0.11324568722742778,-0.10844825065879474,,,,
2024-10-21,FAF,46.82640354717208,0.02172563826508944,0.004210709459866013,2.6922973100646503,0.5,1.0454479654228737,-0.006672824934392271,-0.0018753883657592263,,,,
2024-10-21,G,48.06436066281516,0.01586481223316964,-0.0029370610491266103,3.807664820439521,0.5714285714285714,0.5841849991338992,-0.008542487916806419,-0.003745051348173374,,,,
2024-10-21,H,50.82640123860227,0.017568477931494783,0.021966549416149395,2.302241942216098,0.5714285714285714,0.7313878174805327,0.028913077604775392,0.03371051417340844,,,,
2024-10-21,HAS,56.25337588863707,0.016074893766503295,0.03684124135239064,1.4285503345032429,0.5,0.9982321541973466,-0.08534894243657802,-0.08055150586794498,,,,
2024-10-21,JAMF,44.27721331497267,0.024974393298972084,-0.04641467275442923,2.814810890235804,0.5,1.0154104969131394,-0.02090802785275952,-0.016110591284126473,,,,
2024-10-21,KALA,41.598845137492695,0.03934023726315635,-0.08143020373287457,3.593756402853577,0.5,1.0402999062792877,0.37213747543469533,0.37693491200332835,,,,
2024-10-21,KALU,45.853572557222066,0.026456115216347918,-0.004816194304406496,6.244930078528452,0.5,0.8239345673697804,0.08825184398351563,0.09304928055214867,,,,
2024-10-21,KARO,49.073073605023886,0.06743221337373327,0.016263865146689982,2.7777770040666256,0.6428571428571429,0.36363636363636365,0.014777091217472407,0.019574527786105453,,,,
2024-10-21,MAMA,45.0997720836635,0.03829905321539767,-0.02509957322745804,1.6341471357195358,0.6428571428571429,0.8847814559503068,0.0,0.004797436568633045,,,,
2024-10-21,OABI,45.13245440712911,0.03140729783259183,-0.03827792947767861,1.833329690831027,0.5,0.7718071402281929,-0.039702311642528805,-0.03490487507389576,,,,
2024-10-21,OBK,45.82898697065289,0.027240062983742975,-0.015444542159435137,3.472195628539439,0.5,1.0145153738098955,0.013994846328148158,0.018792282896781202,,,,
2024-10-21,OBT,42.76389004221108,0.03437153870331861,-0.043651775847657004,4.455893372994308,0.5,0.39229930984380673,0.05602648115026744,0.060823917718900486,,,,
2024-10-21,WAFD,42.01708792732077,0.028466395597432127,-0.03349460839720464,6.860465970557714,0.6428571428571429,1.4459165221242203,0.02058820113403283,0.025385637702665876,,,,
2024-10-21,WAL,41.13350872247142,0.037927822825126384,-0.02441464767231427,10.0,0.5,2.0917654077404375,0.052788335731519045,0.05758577230015209,,,,
2024-10-21,Z,53.62110397229728,0.03409482079723677,0.05617493122596717,1.7142867955489152,0.5714285714285714,0.8564175092456758,-0.05004762916923419,-0.04525019260060115,,,,
2024-10-22,AAON,53.68845179294869,0.021549267141931464,0.07597517772595341,10.0,0.5,0.6678323301406532,0.11276028812079844,0.11541747406662531,,,,
2024-10-22,BALL,48.19274468206498,0.018536302034353795,0.004691182225737167,1.6052743491735275,0.5714285714285714,0.8170331112671959,-0.033297651464566695,-0.03064046551873982,,,,
2024-10-22,CABA,46.018553437079966,0.08757908422938653,-0.07624729225292881,1.8088247153176262,0.5,1.5822476011492799,-0.020979056733841057,-0.018321870788014182,,,,
2024-10-22,EBAY,42.99140624727794,0.01653734179799141,0.01949966544703563,10.0,0.5,1.0785206598060797,-0.008685968601487442,-0.006028782655660569,,,,
2024-10-22,EBF,44.68219141311314,0.02634011853376629,-0.013049079302662525,6.332186309450657,0.5,0.5085117511093115,0.0,0.0026571859458268733,,,,
2024-10-22,G,44.0572015000164,0.015889651034728038,-0.014694996398279647,10.0,0.5714285714285714,0.7131994222016298,-0.0005233804990411782,0.002133805446785695,,,,
2024-10-22,GAMB,48.454991179111566,0.020703411061221907,-0.013520240331964417,1.687488451657895,0.5,0.6955065587496512,-0.03350252902800549,-0.030845343082178615,,,,
2024-10-22,HAS,49.242112947005154,0.016258440550172223,0.02133195660460485,10.0,0.5,1.1056715707522715,-0.0761542570807339,-0.07349707113490703,,,,
2024-10-22,JAKK,49.89752258183889,0.03187159340055532,0.03202214430210426,2.3773463917295166,0.5714285714285714,1.6102120816162429,0.0850474427232202,0.08770462866904707,,,,
